Blocks,Total,Func,Module
0,5,"ConfirmSignature.isra.0.cold","/home/leone/Documents/sgxfuzz/Enclaves/wolfssl-all/wolfssl/IDE/LINUX-SGX/libwolfssl.sgx.static.lib.a"
0,10,"DecodeECC_DSA_Sig","/home/leone/Documents/sgxfuzz/Enclaves/wolfssl-all/wolfssl/IDE/LINUX-SGX/libwolfssl.sgx.static.lib.a"
0,15,"DecodeECC_DSA_Sig_Bin","/home/leone/Documents/sgxfuzz/Enclaves/wolfssl-all/wolfssl/IDE/LINUX-SGX/libwolfssl.sgx.static.lib.a"
0,20,"DecodePrivateKey","/home/leone/Documents/sgxfuzz/Enclaves/wolfssl-all/wolfssl/IDE/LINUX-SGX/libwolfssl.sgx.static.lib.a"
0,39,"DecodeToKey","/home/leone/Documents/sgxfuzz/Enclaves/wolfssl-all/wolfssl/IDE/LINUX-SGX/libwolfssl.sgx.static.lib.a"
0,72,"DecryptContent","/home/leone/Documents/sgxfuzz/Enclaves/wolfssl-all/wolfssl/IDE/LINUX-SGX/libwolfssl.sgx.static.lib.a"
0,19,"DeriveKeys","/home/leone/Documents/sgxfuzz/Enclaves/wolfssl-all/wolfssl/IDE/LINUX-SGX/libwolfssl.sgx.static.lib.a"
0,5,"DeriveTlsKeys","/home/leone/Documents/sgxfuzz/Enclaves/wolfssl-all/wolfssl/IDE/LINUX-SGX/libwolfssl.sgx.static.lib.a"
0,1,"Des3ProcessBlock","/home/leone/Documents/sgxfuzz/Enclaves/wolfssl-all/wolfssl/IDE/LINUX-SGX/libwolfssl.sgx.static.lib.a"
0,1,"DesProcessBlock","/home/leone/Documents/sgxfuzz/Enclaves/wolfssl-all/wolfssl/IDE/LINUX-SGX/libwolfssl.sgx.static.lib.a"
0,3,"DesRawProcessBlock","/home/leone/Documents/sgxfuzz/Enclaves/wolfssl-all/wolfssl/IDE/LINUX-SGX/libwolfssl.sgx.static.lib.a"
0,20,"DesSetKey","/home/leone/Documents/sgxfuzz/Enclaves/wolfssl-all/wolfssl/IDE/LINUX-SGX/libwolfssl.sgx.static.lib.a"
0,8,"DhAgree","/home/leone/Documents/sgxfuzz/Enclaves/wolfssl-all/wolfssl/IDE/LINUX-SGX/libwolfssl.sgx.static.lib.a"
0,1,"DhGenKeyPair","/home/leone/Documents/sgxfuzz/Enclaves/wolfssl-all/wolfssl/IDE/LINUX-SGX/libwolfssl.sgx.static.lib.a"
0,15,"DoApplicationData","/home/leone/Documents/sgxfuzz/Enclaves/wolfssl-all/wolfssl/IDE/LINUX-SGX/libwolfssl.sgx.static.lib.a"
0,50,"DoBase64_Encode","/home/leone/Documents/sgxfuzz/Enclaves/wolfssl-all/wolfssl/IDE/LINUX-SGX/libwolfssl.sgx.static.lib.a"
0,4,"DoCertFatalAlert.part.0","/home/leone/Documents/sgxfuzz/Enclaves/wolfssl-all/wolfssl/IDE/LINUX-SGX/libwolfssl.sgx.static.lib.a"
0,65,"DoCertificateVerify","/home/leone/Documents/sgxfuzz/Enclaves/wolfssl-all/wolfssl/IDE/LINUX-SGX/libwolfssl.sgx.static.lib.a"
0,89,"DoClientHello","/home/leone/Documents/sgxfuzz/Enclaves/wolfssl-all/wolfssl/IDE/LINUX-SGX/libwolfssl.sgx.static.lib.a"
0,14,"DoFinished","/home/leone/Documents/sgxfuzz/Enclaves/wolfssl-all/wolfssl/IDE/LINUX-SGX/libwolfssl.sgx.static.lib.a"
0,57,"DoHandShakeMsgType","/home/leone/Documents/sgxfuzz/Enclaves/wolfssl-all/wolfssl/IDE/LINUX-SGX/libwolfssl.sgx.static.lib.a"
0,57,"DoServerHello","/home/leone/Documents/sgxfuzz/Enclaves/wolfssl-all/wolfssl/IDE/LINUX-SGX/libwolfssl.sgx.static.lib.a"
0,173,"DoServerKeyExchange","/home/leone/Documents/sgxfuzz/Enclaves/wolfssl-all/wolfssl/IDE/LINUX-SGX/libwolfssl.sgx.static.lib.a"
0,59,"DoVerifyCallback","/home/leone/Documents/sgxfuzz/Enclaves/wolfssl-all/wolfssl/IDE/LINUX-SGX/libwolfssl.sgx.static.lib.a"
0,40,"DsaKeyIntsToDer","/home/leone/Documents/sgxfuzz/Enclaves/wolfssl-all/wolfssl/IDE/LINUX-SGX/libwolfssl.sgx.static.lib.a"
0,9,"EccMakeKey","/home/leone/Documents/sgxfuzz/Enclaves/wolfssl-all/wolfssl/IDE/LINUX-SGX/libwolfssl.sgx.static.lib.a"
0,3,"EccSharedSecret","/home/leone/Documents/sgxfuzz/Enclaves/wolfssl-all/wolfssl/IDE/LINUX-SGX/libwolfssl.sgx.static.lib.a"
0,1,"EccSign","/home/leone/Documents/sgxfuzz/Enclaves/wolfssl-all/wolfssl/IDE/LINUX-SGX/libwolfssl.sgx.static.lib.a"
0,3,"EccVerify","/home/leone/Documents/sgxfuzz/Enclaves/wolfssl-all/wolfssl/IDE/LINUX-SGX/libwolfssl.sgx.static.lib.a"
0,3,"EmbedReceive","/home/leone/Documents/sgxfuzz/Enclaves/wolfssl-all/wolfssl/IDE/LINUX-SGX/libwolfssl.sgx.static.lib.a"
0,3,"EmbedSend","/home/leone/Documents/sgxfuzz/Enclaves/wolfssl-all/wolfssl/IDE/LINUX-SGX/libwolfssl.sgx.static.lib.a"
0,48,"EncryptContent","/home/leone/Documents/sgxfuzz/Enclaves/wolfssl-all/wolfssl/IDE/LINUX-SGX/libwolfssl.sgx.static.lib.a"
0,1,"FUN_00102000","Unknown"
0,3,"FUN_0017e2ab","Unknown"
0,2,"FUN_0017e2cb","Unknown"
0,1,"FUN_0017e308","Unknown"
0,7,"FreeAltNames","/home/leone/Documents/sgxfuzz/Enclaves/wolfssl-all/wolfssl/IDE/LINUX-SGX/libwolfssl.sgx.static.lib.a"
0,13,"FreeArrays","/home/leone/Documents/sgxfuzz/Enclaves/wolfssl-all/wolfssl/IDE/LINUX-SGX/libwolfssl.sgx.static.lib.a"
0,6,"FreeBuildMsgArgs","/home/leone/Documents/sgxfuzz/Enclaves/wolfssl-all/wolfssl/IDE/LINUX-SGX/libwolfssl.sgx.static.lib.a"
0,17,"FreeCiphers","/home/leone/Documents/sgxfuzz/Enclaves/wolfssl-all/wolfssl/IDE/LINUX-SGX/libwolfssl.sgx.static.lib.a"
0,20,"FreeDecodedCert","/home/leone/Documents/sgxfuzz/Enclaves/wolfssl-all/wolfssl/IDE/LINUX-SGX/libwolfssl.sgx.static.lib.a"
0,11,"FreeDer","/home/leone/Documents/sgxfuzz/Enclaves/wolfssl-all/wolfssl/IDE/LINUX-SGX/libwolfssl.sgx.static.lib.a"
0,5,"FreeHandshakeHashes","/home/leone/Documents/sgxfuzz/Enclaves/wolfssl-all/wolfssl/IDE/LINUX-SGX/libwolfssl.sgx.static.lib.a"
0,29,"FreeHandshakeResources","/home/leone/Documents/sgxfuzz/Enclaves/wolfssl-all/wolfssl/IDE/LINUX-SGX/libwolfssl.sgx.static.lib.a"
0,15,"FreeKey","/home/leone/Documents/sgxfuzz/Enclaves/wolfssl-all/wolfssl/IDE/LINUX-SGX/libwolfssl.sgx.static.lib.a"
0,5,"FreeKeyExchange","/home/leone/Documents/sgxfuzz/Enclaves/wolfssl-all/wolfssl/IDE/LINUX-SGX/libwolfssl.sgx.static.lib.a"
0,7,"FreeNameSubtrees","/home/leone/Documents/sgxfuzz/Enclaves/wolfssl-all/wolfssl/IDE/LINUX-SGX/libwolfssl.sgx.static.lib.a"
0,3,"FreeSSL","/home/leone/Documents/sgxfuzz/Enclaves/wolfssl-all/wolfssl/IDE/LINUX-SGX/libwolfssl.sgx.static.lib.a"
0,6,"FreeSSL_Ctx","/home/leone/Documents/sgxfuzz/Enclaves/wolfssl-all/wolfssl/IDE/LINUX-SGX/libwolfssl.sgx.static.lib.a"
0,9,"FreeSession","/home/leone/Documents/sgxfuzz/Enclaves/wolfssl-all/wolfssl/IDE/LINUX-SGX/libwolfssl.sgx.static.lib.a"
0,18,"FreeSignatureCtx","/home/leone/Documents/sgxfuzz/Enclaves/wolfssl-all/wolfssl/IDE/LINUX-SGX/libwolfssl.sgx.static.lib.a"
0,9,"FreeSigner","/home/leone/Documents/sgxfuzz/Enclaves/wolfssl-all/wolfssl/IDE/LINUX-SGX/libwolfssl.sgx.static.lib.a"
0,8,"FreeSignerTable","/home/leone/Documents/sgxfuzz/Enclaves/wolfssl-all/wolfssl/IDE/LINUX-SGX/libwolfssl.sgx.static.lib.a"
0,4,"FreeSuites","/home/leone/Documents/sgxfuzz/Enclaves/wolfssl-all/wolfssl/IDE/LINUX-SGX/libwolfssl.sgx.static.lib.a"
0,17,"FreeX509","/home/leone/Documents/sgxfuzz/Enclaves/wolfssl-all/wolfssl/IDE/LINUX-SGX/libwolfssl.sgx.static.lib.a"
0,7,"FreeX509Name","/home/leone/Documents/sgxfuzz/Enclaves/wolfssl-all/wolfssl/IDE/LINUX-SGX/libwolfssl.sgx.static.lib.a"
0,3,"GHASH","/home/leone/Documents/sgxfuzz/Enclaves/wolfssl-all/wolfssl/IDE/LINUX-SGX/libwolfssl.sgx.static.lib.a"
0,63,"GHASH.part.0","/home/leone/Documents/sgxfuzz/Enclaves/wolfssl-all/wolfssl/IDE/LINUX-SGX/libwolfssl.sgx.static.lib.a"
0,31,"GeneratePrivateDh186","/home/leone/Documents/sgxfuzz/Enclaves/wolfssl-all/wolfssl/IDE/LINUX-SGX/libwolfssl.sgx.static.lib.a"
0,14,"GeneratePublicDh","/home/leone/Documents/sgxfuzz/Enclaves/wolfssl-all/wolfssl/IDE/LINUX-SGX/libwolfssl.sgx.static.lib.a"
0,6,"GetASNHeader_ex","/home/leone/Documents/sgxfuzz/Enclaves/wolfssl-all/wolfssl/IDE/LINUX-SGX/libwolfssl.sgx.static.lib.a"
0,11,"GetASNInt","/home/leone/Documents/sgxfuzz/Enclaves/wolfssl-all/wolfssl/IDE/LINUX-SGX/libwolfssl.sgx.static.lib.a"
0,1,"GetASNObjectId","/home/leone/Documents/sgxfuzz/Enclaves/wolfssl-all/wolfssl/IDE/LINUX-SGX/libwolfssl.sgx.static.lib.a"
0,6,"GetASNTag","/home/leone/Documents/sgxfuzz/Enclaves/wolfssl-all/wolfssl/IDE/LINUX-SGX/libwolfssl.sgx.static.lib.a"
0,13,"GetAlgoId","/home/leone/Documents/sgxfuzz/Enclaves/wolfssl-all/wolfssl/IDE/LINUX-SGX/libwolfssl.sgx.static.lib.a"
0,10,"GetCA","/home/leone/Documents/sgxfuzz/Enclaves/wolfssl-all/wolfssl/IDE/LINUX-SGX/libwolfssl.sgx.static.lib.a"
0,12,"GetCAByName","/home/leone/Documents/sgxfuzz/Enclaves/wolfssl-all/wolfssl/IDE/LINUX-SGX/libwolfssl.sgx.static.lib.a"
0,8,"GetCipherNameIana","/home/leone/Documents/sgxfuzz/Enclaves/wolfssl-all/wolfssl/IDE/LINUX-SGX/libwolfssl.sgx.static.lib.a"
0,8,"GetCipherNameInternal","/home/leone/Documents/sgxfuzz/Enclaves/wolfssl-all/wolfssl/IDE/LINUX-SGX/libwolfssl.sgx.static.lib.a"
0,1,"GetCipherNames","/home/leone/Documents/sgxfuzz/Enclaves/wolfssl-all/wolfssl/IDE/LINUX-SGX/libwolfssl.sgx.static.lib.a"
0,1,"GetCipherNamesSize","/home/leone/Documents/sgxfuzz/Enclaves/wolfssl-all/wolfssl/IDE/LINUX-SGX/libwolfssl.sgx.static.lib.a"
0,10,"GetCipherSuiteFromName","/home/leone/Documents/sgxfuzz/Enclaves/wolfssl-all/wolfssl/IDE/LINUX-SGX/libwolfssl.sgx.static.lib.a"
0,7,"GetCurveByOID","/home/leone/Documents/sgxfuzz/Enclaves/wolfssl-all/wolfssl/IDE/LINUX-SGX/libwolfssl.sgx.static.lib.a"
0,19,"GetDateInfo","/home/leone/Documents/sgxfuzz/Enclaves/wolfssl-all/wolfssl/IDE/LINUX-SGX/libwolfssl.sgx.static.lib.a"
0,49,"GetDhPublicKey.isra.0","/home/leone/Documents/sgxfuzz/Enclaves/wolfssl-all/wolfssl/IDE/LINUX-SGX/libwolfssl.sgx.static.lib.a"
0,28,"GetInputData","/home/leone/Documents/sgxfuzz/Enclaves/wolfssl-all/wolfssl/IDE/LINUX-SGX/libwolfssl.sgx.static.lib.a"
0,7,"GetInt","/home/leone/Documents/sgxfuzz/Enclaves/wolfssl-all/wolfssl/IDE/LINUX-SGX/libwolfssl.sgx.static.lib.a"
0,1,"GetLength","/home/leone/Documents/sgxfuzz/Enclaves/wolfssl-all/wolfssl/IDE/LINUX-SGX/libwolfssl.sgx.static.lib.a"
0,22,"GetLength_ex","/home/leone/Documents/sgxfuzz/Enclaves/wolfssl-all/wolfssl/IDE/LINUX-SGX/libwolfssl.sgx.static.lib.a"
0,8,"GetMyVersion","/home/leone/Documents/sgxfuzz/Enclaves/wolfssl-all/wolfssl/IDE/LINUX-SGX/libwolfssl.sgx.static.lib.a"
0,90,"GetName","/home/leone/Documents/sgxfuzz/Enclaves/wolfssl-all/wolfssl/IDE/LINUX-SGX/libwolfssl.sgx.static.lib.a"
